handle,title,vendor,formattedcode,formattedcodeunique,gram,qty,price,archived,archivedon,addedon,lastfetcheddate
heartfelt,Heartfelt,americanheritagefloors,Heartfelt,americanheritagefloors-Heartfelt,0,0,0,,,,
revered,Revered,americanheritagefloors,Revered,americanheritagefloors-Revered,0,0,0,,,,
dauntless,Dauntless,americanheritagefloors,Dauntless,americanheritagefloors-Dauntless,0,0,0,,,,
allspice,AllSpice,americanheritagefloors,AllSpice,americanheritagefloors-AllSpice,0,0,0,,,,
brindle,Brindle,americanheritagefloors,Brindle,americanheritagefloors-Brindle,0,0,0,,,,
amber-waves,Amber Waves,americanheritagefloors,Amber Waves,americanheritagefloors-Amber Waves,24947.58035,1000,157.25,,,,
infield,Infield,americanheritagefloors,Infield,americanheritagefloors-Infield,27215.5422,10000,157.25,,,,
steel-reserve,Steel Reserve,americanheritagefloors,Steel Reserve,americanheritagefloors-Steel Reserve,0,0,0,,,,
harvest,Harvest,americanheritagefloors,Harvest,americanheritagefloors-Harvest,0,0,0,,,,
black-coffee,Black Coffee,americanheritagefloors,Black Coffee,americanheritagefloors-Black Coffee,0,0,0,,,,
barnwood,Barnwood,americanheritagefloors,Barnwood,americanheritagefloors-Barnwood,0,0,0,,,,
meridian-cc877mr-collier,Meridian CC877MR Collier,bpiprestige,CC877MR,bpiprestige-CC877MR,22679.6185,10000,44.9,,,,
dusk-cc877dk-collier,Dusk CC877DK Collier,bpiprestige,CC877DK,bpiprestige-CC877DK,22679.6185,10000,44.9,,,,
barren-cc877bn-collier,Laminate Barren CC877BN Collier,bpiprestige,CC877BN,bpiprestige-CC877BN,22679.6185,10000,44.9,,,,
savannah-pres294db-ultra-plank,Savannah PRES294DB Ultra Plank,bpiprestige,PRES294DB,bpiprestige-PRES294DB,22679.6185,10000,130.1,,,,
dutch-pres704db-ultra-plank,Dutch PRES704DB Ultra Plank,bpiprestige,PRES704DB,bpiprestige-PRES704DB,22679.6185,10000,130.1,,,,
fountain-bleu-pres775db-ultra-plank,Luxury Vinyl Fountain Bleu PRES775DB Ultra Plank,bpiprestige,PRES775DB,bpiprestige-PRES775DB,22679.6185,10000,130.1,,,,
acacia-pres879db-ultra-plank,Luxury Vinyl Acacia PRES879DB Ultra Plank,bpiprestige,PRES879DB,bpiprestige-PRES879DB,22679.6185,10000,130.1,,,,
sand-harbour-pres1514db-ultra-plank,Sand Harbour PRES1514DB Ultra Plank,bpiprestige,PRES1514DB,bpiprestige-PRES1514DB,22679.6185,10000,130.1,,,,
kings-beach-pres1517db-ultra-plank,Luxury Vinyl Kings Beach PRES1517DB Ultra Plank,bpiprestige,PRES1517DB,bpiprestige-PRES1517DB,22679.6185,10000,130.1,,,,
meeks-bay-pres1866db-ultra-plank,Luxury Vinyl Meeks Bay PRES1866DB Ultra Plank,bpiprestige,PRES1866DB,bpiprestige-PRES1866DB,22679.6185,10000,130.1,,,,
north-star-pres387db-ultra-plank,Luxury Vinyl North Star PRES387DB Ultra Plank,bpiprestige,PRES387DB,bpiprestige-PRES387DB,22679.6185,10000,130.1,,,,
alpine-meadows-pres702db-ultra-plank,Luxury Vinyl Alpine Meadows PRES702DB Ultra Plank,bpiprestige,PRES702DB,bpiprestige-PRES702DB,22679.6185,10000,130.1,,,,
glenbrook-pres933db-ultra-plank,Luxury Vinyl Glenbrook PRES933DB Ultra Plank,bpiprestige,PRES933DB,bpiprestige-PRES933DB,22679.6185,10000,130.1,,,,
alpine-meadows-pres702-tahoe,Luxury Vinyl Alpine Meadows PRES702 Tahoe,bpiprestige,PRES702,bpiprestige-PRES702,22679.6185,10000,95.52,,,,
glenbrook-pres933-tahoe,Luxury Vinyl Glenbrook PRES933 Tahoe,bpiprestige,PRES933,bpiprestige-PRES933,22679.6185,10000,95.52,,,,
kings-beach-pres1517-tahoe,Luxury Vinyl Kings Beach PRES1517 Tahoe,bpiprestige,PRES1517,bpiprestige-PRES1517,22679.6185,10000,95.52,,,,
meeks-bay-pres1866-tahoe,Luxury Vinyl Meeks Bay PRES1866 Tahoe,bpiprestige,PRES1866,bpiprestige-PRES1866,22679.6185,10000,95.52,,,,
north-star-pres387-tahoe,Luxury Vinyl North Star PRES387 Tahoe,bpiprestige,PRES387,bpiprestige-PRES387,22679.6185,10000,95.52,,,,
sand-harbor-pres1514-tahoe,Sand Harbor PRES1514 Tahoe,bpiprestige,PRES1514,bpiprestige-PRES1514,22679.6185,10000,95.52,,,,
beverly-hills-hf415-showtime,Luxury Vinyl Beverly Hills HF415 Showtime,bpiprestige,HF415,bpiprestige-HF415,22679.6185,10000,80.14,,,,
boardwalk-hf411-showtime,Luxury Vinyl Boardwalk HF411 Showtime,bpiprestige,HF411,bpiprestige-HF411,22679.6185,10000,80.14,,,,
malibu-hf412-showtime,Luxury Vinyl Malibu HF412 Showtime,bpiprestige,HF412,bpiprestige-HF412,22679.6185,9998,80.14,,,,
melrose-avenue-hf414-showtime,Melrose Avenue HF414 Showtime,bpiprestige,HF414,bpiprestige-HF414,22679.6185,10000,80.14,,,,
rodeo-drive-hf410-showtime,Luxury Vinyl Rodeo Drive HF410 Showtime,bpiprestige,HF410,bpiprestige-HF410,22679.6185,10000,80.14,,,,
sunset-boulevard-hf413-showtime,Luxury Vinyl Sunset Boulevard HF413 Showtime,bpiprestige,HF413,bpiprestige-HF413,22679.6185,10000,80.14,,,,
crete-pres3634-prestwick-tile,Crete PRES3634 Prestwick Tile,bpiprestige,PRES3634,bpiprestige-PRES3634,22679.6185,10000,112.86,,,,
sand-pres3175-prestwick-tile,Sand PRES3175 Prestwick Tile,bpiprestige,PRES3175,bpiprestige-PRES3175,22679.6185,10000,112.86,,,,
southern-hickory-pres3204-prestige-plank,Luxury Vinyl Southern Hickory PRES3204 Prestige Plank,bpiprestige,PRES3204,bpiprestige-PRES3204,27215.5422,100000,107.46,,,,
barnside-pres3312-prestige-plank,Luxury Vinyl Barnside PRES3312 Prestige Plank,bpiprestige,PRES3312,bpiprestige-PRES3312,27215.5422,100000,107.46,,,,
butterscotch-oak-pres3326-prestige-plank,Luxury Vinyl Butterscotch Oak PRES3326 Prestige Plank,bpiprestige,PRES3326,bpiprestige-PRES3326,27215.5422,100000,107.46,,,,
rustic-gunstock-pres3371-prestige-plank,Rustic Gunstock PRES3371 Prestige Plank,bpiprestige,PRES3371,bpiprestige-PRES3371,27215.5422,100000,107.46,,,,
carolina-ash-pres3972-prestige-plank,Carolina Ash PRES3972 Prestige Plank,bpiprestige,PRES3972,bpiprestige-PRES3972,27215.5422,100000,107.46,,,,
silver-oak-pres4042-prestige-plank,Silver Oak PRES4042 Prestige Plank,bpiprestige,PRES4042,bpiprestige-PRES4042,27215.5422,100000,107.46,,,,
maple-bark-pres2201-prestige-plank,Luxury Vinyl Maple Bark PRES2201 Prestige Plank,bpiprestige,PRES2201,bpiprestige-PRES2201,27215.5422,100000,107.46,,,,
mokou-cw-1981-firmfit-xxl,Luxury Vinyl Mokou CW-1981 Firmfit XXL,bpiprestige,CW-1981,bpiprestige-CW-1981,22679.6185,10000,114.01,,,,
san-marino-cw-1990-firmfit-xxl,San Marino CW-1990 Firmfit XXL,bpiprestige,CW-1990,bpiprestige-CW-1990,22679.6185,10000,114.01,,,,
morlea-cw-1993-firmfit-xxl,Luxury Vinyl Morlea CW-1993 Firmfit XXL,bpiprestige,CW-1993,bpiprestige-CW-1993,22679.6185,10000,114.01,,,,
whiskey-cw-1994-firmfit-xxl,Luxury Vinyl Whiskey CW-1994 Firmfit XXL,bpiprestige,CW-1994,bpiprestige-CW-1994,22679.6185,10000,114.01,,,,
flat-rock-cw-1996-firmfit-xxl,Flat Rock CW-1996 Firmfit XXL,bpiprestige,CW-1996,bpiprestige-CW-1996,22679.6185,10000,114.01,,,,
wheatland-cw-2001-firmfit-xxl,Luxury Vinyl Wheatland CW-2001 Firmfit XXL,bpiprestige,CW-2001,bpiprestige-CW-2001,22679.6185,10000,114.01,,,,
surly-cw-2003-firmfit-xxl,Luxury Vinyl Surly CW-2003 Firmfit XXL,bpiprestige,CW-2003,bpiprestige-CW-2003,22679.6185,10000,114.01,,,,
windjammeer-cw-2004-firmfit-xxl,Luxury Vinyl Windjammeer CW-2004 Firmfit XXL,bpiprestige,CW-2004,bpiprestige-CW-2004,22679.6185,10000,114.01,,,,
bridge-cw-2298-firmfit-topaz,Luxury Vinyl Bridge CW-2298 Firmfit Topaz,bpiprestige,CW-2298,bpiprestige-CW-2298,22679.6185,10000,93.25,,,,
castle-cw-2297-firmfit-topaz,Castle CW-2297 Firmfit Topaz,bpiprestige,CW-2297,bpiprestige-CW-2297,22679.6185,10000,93.25,,,,
dune-cw-1866-firmfit-topaz,Dune CW-1866 Firmfit Topaz,bpiprestige,CW-1866,bpiprestige-CW-1866,22679.6185,10000,93.25,,,,
oasis-cw-1860-firmfit-topaz,Luxury Vinyl Oasis CW-1860 Firmfit Topaz,bpiprestige,CW-1860,bpiprestige-CW-1860,22679.6185,10000,93.25,,,,
valley-cw-1687-firmfit-topaz,Luxury Vinyl Valley CW-1687 Firmfit Topaz,bpiprestige,CW-1687,bpiprestige-CW-1687,22679.6185,10000,93.25,,,,
autumn-cw-836-firmfit-topaz,Luxury Vinyl Autumn CW-836 Firmfit Topaz,bpiprestige,CW-836,bpiprestige-CW-836,22679.6185,10000,93.25,,,,
basin-cw-933-firmfit-topaz,Luxury Vinyl Basin CW-933 Firmfit Topaz,bpiprestige,CW-933,bpiprestige-CW-933,22679.6185,10000,93.25,,,,
corinth-cw-1545-firmfit-topaz,Corinth CW-1545 Firmfit Topaz,bpiprestige,CW-1545,bpiprestige-CW-1545,22679.6185,9978,93.25,,,,
laredo-cw-774-firmfit-topaz,Laredo CW-774 Firmfit Topaz,bpiprestige,CW-774,bpiprestige-CW-774,22679.6185,10000,93.25,,,,
navajo-cw-1539-firmfit-topaz,Luxury Vinyl Navajo CW-1539 Firmfit Topaz,bpiprestige,CW-1539,bpiprestige-CW-1539,22679.6185,10000,93.25,,,,
saddle-cw-1543-firmfit-topaz,Saddle CW-1543 Firmfit Topaz,bpiprestige,CW-1543,bpiprestige-CW-1543,22679.6185,10000,93.25,,,,
sunset-cw-884-firmfit-topaz,Luxury Vinyl Sunset CW-884 Firmfit Topaz,bpiprestige,CW-884,bpiprestige-CW-884,22679.6185,10000,93.25,,,,
windsor-cw-1542-firmfit-topaz,Luxury Vinyl Windsor CW-1542 Firmfit Topaz,bpiprestige,CW-1542,bpiprestige-CW-1542,22679.6185,10000,93.25,,,,
boardwalk-hf253-decathlon,Luxury Vinyl Boardwalk HF253 Decathlon,bpiprestige,HF253,bpiprestige-HF253,22679.6185,10000,91.99,,,,
beverly-hills-hf249-decathlon,Luxury Vinyl Beverly Hills HF249 Decathlon,bpiprestige,HF249,bpiprestige-HF249,22679.6185,10000,91.99,,,,
malibu-hf248-decathlon,Luxury Vinyl Malibu HF248 Decathlon,bpiprestige,HF248,bpiprestige-HF248,22679.6185,10000,91.99,,,,
sunset-boulevard-hf247-decathlon,Luxury Vinyl Sunset Boulevard HF247 Decathlon,bpiprestige,HF247,bpiprestige-HF247,22679.6185,10000,91.99,,,,
melrose-avenue-hf246-decathlon,Luxury Vinyl Melrose Avenue HF246 Decathlon,bpiprestige,HF246,bpiprestige-HF246,22679.6185,10000,91.99,,,,
rodeo-drive-hf245-decathlon,Luxury Vinyl Rodeo Drive HF245 Decathlon,bpiprestige,HF245,bpiprestige-HF245,22679.6185,10000,91.99,,,,
boardwalk-hf234-marathon-iii,Luxury Vinyl Boardwalk HF234 Marathon III,bpiprestige,HF234,bpiprestige-HF234,0,0,0,,,,
beverly-hills-hf232-marathon-iii,Luxury Vinyl Beverly Hills HF232 Marathon III,bpiprestige,HF232,bpiprestige-HF232,0,0,0,,,,
malibu-hf236-marathon-iii,Luxury Vinyl Malibu HF236 Marathon III,bpiprestige,HF236,bpiprestige-HF236,0,0,0,,,,
sunset-boulevard-hf235-marathon-iii,Luxury Vinyl Sunset Boulevard HF235 Marathon III,bpiprestige,HF235,bpiprestige-HF235,0,0,0,,,,
melrose-avenue-hf233-marathon-iii,Luxury Vinyl Melrose Avenue HF233 Marathon III,bpiprestige,HF233,bpiprestige-HF233,0,0,0,,,,
rodeo-drive-hf231-marathon-iii,Luxury Vinyl Rodeo Drive HF231 Marathon III,bpiprestige,HF231,bpiprestige-HF231,0,0,0,,,,
aspen-hollow-cw-13-novocore-premium,Hardwood Aspen Hollow CW-13 Novocore Premium,bpiprestige,CW-13,bpiprestige-CW-13,29483.50405,10000,105.05,,,,
haw-river-cw-1795-novocore-premium,Luxury Vinyl Haw River CW-1795 Novocore Premium,bpiprestige,CW-1795,bpiprestige-CW-1795,29483.50405,10000,105.05,,,,
telluride-cw-1517-novocore-premium,Luxury Vinyl Telluride CW-1517 Novocore Premium,bpiprestige,CW-1517,bpiprestige-CW-1517,29483.50405,10000,105.05,,,,
waycross-cw-1514-novocore-premium,Luxury Vinyl Waycross CW-1514 Novocore Premium,bpiprestige,CW-1514,bpiprestige-CW-1514,29483.50405,10000,105.05,,,,
bugalow-cw-1700-novocore-premium,Luxury Vinyl Bugalow CW-1700 Novocore Premium,bpiprestige,CW-1700,bpiprestige-CW-1700,29483.50405,10000,105.05,,,,
camelthorne-cw-1614-novocore-premium,Camelthorne CW-1614 Novocore Premium,bpiprestige,CW-1614,bpiprestige-CW-1614,29483.50405,10000,105.05,,,,
english-manor-cw-330-novocore-premium,English Manor CW-330 Novocore Premium,bpiprestige,CW-330,bpiprestige-CW-330,24947.58035,10000,122.92,,,,
gunstock-cw-067-novocore-premium,Luxury Vinyl Gunstock CW-067 Novocore Premium,bpiprestige,CW-067,bpiprestige-CW-067,24947.58035,10000,122.92,,,,
hickory-cw-054-novocore-premium,Luxury Vinyl Hickory CW-054 Novocore Premium,bpiprestige,CW-054,bpiprestige-CW-054,24947.58035,10000,122.92,,,,
janeiro-cw-md40-novocore-premium,Luxury Vinyl Janeiro CW-MD40 Novocore Premium,bpiprestige,CW-MD40,bpiprestige-CW-MD40,24947.58035,10000,122.92,,,,
london-cw-1610-novocore-premium,Luxury Vinyl London CW-1610 Novocore Premium,bpiprestige,CW-1610,bpiprestige-CW-1610,29483.50405,10000,105.05,,,,
ponderosa-cw-1702-novocore-premium,Luxury Vinyl Ponderosa CW-1702 Novocore Premium,bpiprestige,CW-1702,bpiprestige-CW-1702,29483.50405,10000,105.05,,,,
sienna-cw-1702-novocore-premium,Sienna CW-1702 Novocore Premium,bpiprestige,CW-1702,bpiprestige-CW-1702,24947.58035,10000,122.92,,,,
marmara-cw-599-firmfit-tile,Luxury Vinyl Marmara CW-599 Firmfit Tile,bpiprestige,CW-599,bpiprestige-CW-599,22679.6185,10000,92.95,,,,
granville-cw-1672-firmfit-tile,Luxury Vinyl Granville CW-1672 Firmfit Tile,bpiprestige,CW-1672,bpiprestige-CW-1672,22679.6185,10000,92.95,,,,
evia-cw-1755-firmfit-tile,Evia CW-1755 Firmfit Tile,bpiprestige,CW-1755,bpiprestige-CW-1755,22679.6185,10000,92.95,,,,
dunchurch-cw-1750-firmfit-tile,Dunchurch CW-1750 Firmfit Tile,bpiprestige,CW-1750,bpiprestige-CW-1750,22679.6185,10000,92.95,,,,
aldridge-cw-1754-firmfit-tile,Luxury Vinyl Aldridge CW-1754 Firmfit Tile,bpiprestige,CW-1754,bpiprestige-CW-1754,22679.6185,10000,92.95,,,,
rodeo-drive-hf649-atlas,Luxury Vinyl Rodeo Drive HF649 Atlas,bpiprestige,HF649,bpiprestige-HF649,22679.6185,10000,102.62,,,,
melrose-avenue-hf648-atlas,Melrose Avenue HF648 Atlas,bpiprestige,HF648,bpiprestige-HF648,22679.6185,10000,102.62,,,,
sunset-boulevard-hf647-atlas,Luxury Vinyl Sunset Boulevard HF647 Atlas,bpiprestige,HF647,bpiprestige-HF647,22679.6185,10000,102.62,,,,
malibu-hf646-atlas,Luxury Vinyl Malibu HF646 Atlas,bpiprestige,HF646,bpiprestige-HF646,22679.6185,10000,102.62,,,,
beverly-hills-hf546-atlas,Luxury Vinyl Beverly Hills HF546 Atlas,bpiprestige,HF546,bpiprestige-HF546,22679.6185,10000,102.62,,,,
boardwalk-hf545-atlas,Luxury Vinyl Boardwalk HF545 Atlas,bpiprestige,HF545,bpiprestige-HF545,22679.6185,10000,102.62,,,,
brazos-cw-1936-ff-contract,Luxury Vinyl Brazos CW-1936 FF Contract,bpiprestige,CW-1936,bpiprestige-CW-1936,22679.6185,9974,76.59,,,,
waterloo-cw-1509-ff-contract,Luxury Vinyl Waterloo CW-1509 FF Contract,bpiprestige,CW-1509,bpiprestige-CW-1509,22679.6185,10000,127.96,,,,
harbor-cw-2292-ff-contract,Luxury Vinyl Harbor CW-2292 FF Contract,bpiprestige,CW-2292,bpiprestige-CW-2292,22679.6185,10000,127.96,,,,
terrain-cw-2291-ff-contract,Luxury Vinyl Terrain CW-2291 FF Contract,bpiprestige,CW-2291,bpiprestige-CW-2291,22679.6185,10000,127.96,,,,
mokka-cw-2290-ff-contract,Luxury Vinyl Mokka CW-2290 FF Contract,bpiprestige,CW-2290,bpiprestige-CW-2290,22679.6185,10000,127.96,,,,
river-house-cw-1862-ff-contract,Luxury Vinyl River House CW-1862 FF Contract,bpiprestige,CW-1862,bpiprestige-CW-1862,22679.6185,10000,127.96,,,,
tulsa-vro1275ta-valley-stream,Hardwood Tulsa VRO1275TA Valley Stream,bpiprestige,VRO1275TA,bpiprestige-VRO1275TA,22679.6185,10000,160.89,,,,
richmond-vro1275rd-valley-stream,Hardwood Richmond VRO1275RD Valley Stream,bpiprestige,VRO1275RD,bpiprestige-VRO1275RD,22679.6185,10000,160.89,,,,
newport-vro1275nt-valley-stream,Hardwood Newport VRO1275NT Valley Stream,bpiprestige,VRO1275NT,bpiprestige-VRO1275NT,22679.6185,9992,160.89,,,,
bakersfield-vro1275bd-valley-stream,Hardwood Bakersfield VRO1275BD Valley Stream,bpiprestige,VRO1275BD,bpiprestige-VRO1275BD,22679.6185,10000,160.89,,,,
windsor-gray18,Windsor Gray,bpiprestige,Windsor Gray,bpiprestige-Windsor Gray,0,0,0,,,,
woodland39,Hardwood Woodland AR126OWD American Relics,bpiprestige,AR126OWD,bpiprestige-AR126OWD,0,0,0,,,,
sequoia39,Sequoia AR126OSE American Relics,bpiprestige,AR126OSE,bpiprestige-AR126OSE,0,0,0,,,,
great-basin39,Hardwood Great Basin AR126OGB American Relics,bpiprestige,AR126OGB,bpiprestige-AR126OGB,0,0,0,,,,
everglades39,Everglades AR126OEG American Relics,bpiprestige,AR126OEG,bpiprestige-AR126OEG,0,0,0,,,,
rushmore39,Rushmore AR126HRU American Relics,bpiprestige,AR126HRU,bpiprestige-AR126HRU,0,0,0,,,,
grand-canyon39,Hardwood Grand Canyon AR126HGC American Relics,bpiprestige,AR126HGC,bpiprestige-AR126HGC,0,0,0,,,,
denali39,Denali AR126HDE American Relics,bpiprestige,AR126HDE,bpiprestige-AR126HDE,0,0,0,,,,
acadia39,Hardwood  Acadia AR126HAC American Relics,bpiprestige,AR126HAC,bpiprestige-AR126HAC,0,0,0,,,,
rusty-barnwood36,Rusty Barnwood HFK061 Floor Dreams,bpiprestige,HFK061,bpiprestige-HFK061,15875.73295,100000,42.85,,,,
weathered-barnwood36,Laminate Weathered Barnwood HFK037 Floor Dreams,bpiprestige,HFK037,bpiprestige-HFK037,0,0,0,,,,
heritage-barnwood36,Laminate Heritage Barnwood HFK036 Floor Dreams,bpiprestige,HFK036,bpiprestige-HFK036,0,0,0,,,,
boulder-oak36,Laminate Boulder Oak HFK5542 Floor Dreams,bpiprestige,HFK5542,bpiprestige-HFK5542,0,0,0,,,,
renaissance-oak36,Laminate Renaissance Oak HFK5948 Floor Dreams,bpiprestige,HFK5948,bpiprestige-HFK5948,0,0,0,,,,
historic-oak36,Laminate Historic Oak HFK5947 Floor Dreams,bpiprestige,HFK5947,bpiprestige-HFK5947,0,0,0,,,,
shire-oak36,Shire Oak HFK8633 Floor Dreams,bpiprestige,HFK8633,bpiprestige-HFK8633,0,0,0,,,,
monaco33,Hardwood Monaco AR589OMO Azur,bpiprestige,AR589OMO,bpiprestige-AR589OMO,22679.6185,10000,299.74,,,,
st-tropez33,Hardwood St. Tropez AR589OST Azur,bpiprestige,AR589OST,bpiprestige-AR589OST,22679.6185,10000,299.74,,,,
byblos33,Hardwood Byblos AR589OBY Azur,bpiprestige,AR589OBY,bpiprestige-AR589OBY,22679.6185,10000,299.74,,,,
bastille33,Hardwood Bastille AR589OBA Azur,bpiprestige,AR589OBA,bpiprestige-AR589OBA,22679.6185,10000,299.74,,,,
eze33,Hardwood Eze AR589OEZ Azur,bpiprestige,AR589OEZ,bpiprestige-AR589OEZ,22679.6185,10000,299.74,,,,
belrose33,Hardwood Belrose AR589OBE Azur,bpiprestige,AR589OBE,bpiprestige-AR589OBE,22679.6185,10000,299.74,,,,
milano-oak32,Hardwood Milano Oak HL975OMI Montage Laurel,bpiprestige,HL975OMI,bpiprestige-HL975OMI,22679.6185,10000,284.89,,,,
oak-cafe30,Oak Cafe,bpiprestige,Oak Cafe,bpiprestige-Oak Cafe,22679.6185,10000,104.04,,,,
alston30,Alston,bpiprestige,Alston,bpiprestige-Alston,0,0,0,,,,
archway30,Archway,bpiprestige,Archway,bpiprestige-Archway,22679.6185,10000,104.04,,,,
tuscan-oak27,Hardwood Tuscan Oak P9163OTU Montage Portofino,bpiprestige,P9163OTU,bpiprestige-P9163OTU,22679.6185,10000,241.49,,,,
taverna-oak27,Hardwood Taverna Oak P9163OTAC Montage Portofino,bpiprestige,P9163OTAC,bpiprestige-P9163OTAC,22679.6185,10000,241.49,,,,
sienna-oak27,Sienna Oak P9163OSIC Montage Portofino,bpiprestige,P9163OSIC,bpiprestige-P9163OSIC,22679.6185,10000,241.49,,,,
stormy-skies26,Stormy Skies,bpiprestige,Stormy Skies,bpiprestige-Stormy Skies,0,0,0,,,,
tall-grass26,Hardwood Tall Grass GPHI129TG Great Plains,bpiprestige,GPHI129TG,bpiprestige-GPHI129TG,22679.6185,10000,303.4,,,,
prairie26,Hardwood Prairie GPHI129PR Great Plains,bpiprestige,GPHI129PR,bpiprestige-GPHI129PR,22679.6185,10000,303.4,,,,
flat-land26,Flat Land GPHI129FL Great Plains,bpiprestige,GPHI129FL,bpiprestige-GPHI129FL,22679.6185,10000,303.4,,,,
sunset-acacia25,Sunset Acacia,bpiprestige,Sunset Acacia,bpiprestige-Sunset Acacia,0,0,0,,,,
golden-acacia25,Golden Acacia,bpiprestige,Golden Acacia,bpiprestige-Golden Acacia,0,0,0,,,,
honey-birch25,Honey Birch,bpiprestige,Honey Birch,bpiprestige-Honey Birch,0,0,0,,,,
kingsbarn-oak25,Kingsbarn Oak,bpiprestige,Kingsbarn Oak,bpiprestige-Kingsbarn Oak,0,0,0,,,,
desert-sand24,Desert Sand HRHI127DS Hickory Ridge,bpiprestige,HRHI127DS,bpiprestige-HRHI127DS,22679.6185,9999,184.65,,,,
chalet24,Chalet HRHI127CH Hickory Ridge,bpiprestige,HRHI127CH,bpiprestige-HRHI127CH,22679.6185,10000,184.65,,,,
tobacco-road24,Hardwood Tobacco Road HRHI127TR Hickory Ridge,bpiprestige,HRHI127TR,bpiprestige-HRHI127TR,22679.6185,10000,184.65,,,,
tall-timbers24,Hardwood Tall Timbers HRHI127TT Hickory Ridge,bpiprestige,HRHI127TT,bpiprestige-HRHI127TT,22679.6185,9999,184.65,,,,
farmhouse24,Farmhouse HRHI127FH Hickory Ridge,bpiprestige,HRHI127FH,bpiprestige-HRHI127FH,22679.6185,10000,184.65,,,,
cinder23,Cinder MHHI95CN Mountain Harbor,bpiprestige,MHHI95CN,bpiprestige-MHHI95CN,22679.6185,10000,130.64,,,,
clove23,Clove MHHI95CL Mountain Harbor,bpiprestige,MHHI95CL,bpiprestige-MHHI95CL,22679.6185,9988,130.64,,,,
saddle23,Saddle MHHI95SA Mountain Harbor,bpiprestige,MHHI95SA,bpiprestige-MHHI95SA,22679.6185,10000,130.64,,,,
natural23,Hardwood Natural MHHI95NA Mountain Harbor,bpiprestige,MHHI95NA,bpiprestige-MHHI95NA,22679.6185,10000,130.64,,,,
hazelnut23,Hardwood Hazelnut MHHI95HA Mountain Harbor,bpiprestige,MHHI95HA,bpiprestige-MHHI95HA,22679.6185,9999,130.64,,,,
copper23,Copper MHHI95CO Mountain Harbor,bpiprestige,MHHI95CO,bpiprestige-MHHI95CO,22679.6185,10000,130.64,,,,
chestnut23,Chestnut MHHI95CH Mountain Harbor,bpiprestige,MHHI95CH,bpiprestige-MHHI95CH,22679.6185,10000,130.64,,,,
salerno-walnut22,Salerno Walnut HF975WS Montage Ferno,bpiprestige,HF975WS,bpiprestige-HF975WS,22679.6185,10000,368.59,,,,
fiana-oak22,Fiana Oak HF975OFI Montage Ferno,bpiprestige,HF975OFI,bpiprestige-HF975OFI,22679.6185,10000,260.09,,,,
lorenzo-oak22,Hardwood Lorenzo Oak HF975OLO Montage Ferno,bpiprestige,HF975OLO,bpiprestige-HF975OLO,22679.6185,10000,260.09,,,,
pompeii-oak22,Pompeii Oak,bpiprestige,Pompeii Oak,bpiprestige-Pompeii Oak,0,0,0,,,,
san-marino-oak22,San Marino Oak HF975OSM Montage Ferno,bpiprestige,HF975OSM,bpiprestige-HF975OSM,22679.6185,10000,260.09,,,,
canelli-oak22,Canelli Oak HF975OCA Montage Ferno,bpiprestige,HF975OCA,bpiprestige-HF975OCA,22679.6185,10000,260.09,,,,
valencia-oak22,Hardwood Valencia Oak HF975OV Montage Ferno,bpiprestige,HF975OV,bpiprestige-HF975OV,22679.6185,10000,260.09,,,,
rhone-oak22,Hardwood Rhone Oak HF975OR Montage Ferno,bpiprestige,HF975OR,bpiprestige-HF975OR,22679.6185,10000,260.09,,,,
nord-oak22,Hardwood Nord Oak HF975ON Montage Ferno,bpiprestige,HF975ON,bpiprestige-HF975ON,22679.6185,10000,260.09,,,,
castillian-oak22,Castillian Oak HF975OC Montage Ferno,bpiprestige,HF975OC,bpiprestige-HF975OC,22679.6185,10000,260.09,,,,
buckeye21,Luxury Vinyl Buckeye PRES8204 Duhram Plank,bpiprestige,PRES8204,bpiprestige-PRES8204,0,0,0,,,,
seaside21,Seaside PRES8204 Duhram Plank,bpiprestige,PRES8204,bpiprestige-PRES8204,0,0,0,,,,
pewter21,Luxury Vinyl Pewter PRES4012 Duhram Plank,bpiprestige,PRES4012,bpiprestige-PRES4012,0,0,0,,,,
charcoal21,Charcoal PRES3984 Duhram Plank,bpiprestige,PRES3984,bpiprestige-PRES3984,0,0,0,,,,
spice21,Luxury Vinyl Spice PRES3370 Duhram Plank,bpiprestige,PRES3370,bpiprestige-PRES3370,0,0,0,,,,
saddle21,Saddle,bpiprestige,Saddle,bpiprestige-Saddle,0,0,0,,,,
gunstock21,Gunstock,bpiprestige,Gunstock,bpiprestige-Gunstock,0,0,0,,,,
redwood21,Luxury Vinyl Redwood PRES252-12 Duhram Plank,bpiprestige,PRES252-12,bpiprestige-PRES252-12,0,0,0,,,,
maverick-brown20,Maverick Brown,bpiprestige,Maverick Brown,bpiprestige-Maverick Brown,0,0,0,,,,
rustic-iron20,Rustic Iron RLHIB165RI Ranch Legacies,bpiprestige,RLHIB165RI,bpiprestige-RLHIB165RI,0,0,0,,,,
heritage-craft20,Hardwood Heritage Craft RLHIB165HC Ranch Legacies,bpiprestige,RLHIB165HC,bpiprestige-RLHIB165HC,0,0,0,,,,
miralles19,Hardwood Miralles MFPMR127OMI Montara,bpiprestige,MFPMR127OMI,bpiprestige-MFPMR127OMI,22679.6185,10000,233.3,,,,
